-558.9	945.2	-425.3	0.09452	0.05589	0.00000	233.60
-193.2	5142.2	-8311.6	0.51422	0.01932	0.00000	14.37
636.6	396.7	140.7	0.03967	-0.06366	0.00000	1172.74
-2626.8	389.6	-5896.4	0.03896	0.26268	0.00000	524.52
1434.2	-3858.2	-5315.1	-0.38582	-0.14342	0.00000	17.84
-6275.3	4677.2	3593.1	0.46772	0.62753	0.00000	9.22
4522.5	3713.9	6224.0	0.37139	-0.45225	0.00000	13.93
-1036.6	9404.7	1745.6	0.94047	0.10366	0.00000	9.29
559.5	2639.7	1478.4	0.26397	-0.05595	0.00000	768.91
2099.7	2571.4	3639.4	0.25714	-0.20997	0.00000	1528.36
2030.5	5618.9	6745.3	0.56189	-0.20305	0.00000	9.69
-6791.4	-5421.2	1549.0	-0.54212	0.67914	0.00000	1769.04
-1040.5	272.5	-880.3	0.02725	0.10405	0.00000	9.70
126.1	-5857.6	-4381.0	-0.58576	-0.01261	0.00000	1844.54
-2194.9	1549.3	467.7	0.15493	0.21949	0.00000	10.94
-890.2	2605.6	8841.4	0.26056	0.08902	0.00000	434.15
2703.5	-1454.3	2829.6	-0.14543	-0.27035	0.00000	1796.92
1034.2	6891.4	-3920.5	0.68914	-0.10342	0.00000	1016.64
1365.0	2372.2	2760.4	0.23722	-0.13650	0.00000	8.90
-6765.9	2272.2	-4651.5	0.22722	0.67659	0.00000	10.93
2430.6	6120.5	5276.6	0.61205	-0.24306	0.00000	165.69
-17.4	11.4	-75.5	0.00114	0.00174	0.00000	71.91
1401.8	-1907.3	2500.0	-0.19073	-0.14018	0.00000	1497.14
-1230.3	1189.4	1220.0	0.11894	0.12303	0.00000	13.79
-1146.4	958.9	-836.0	0.09589	0.11464	0.00000	991.63
2824.2	-73.7	129.7	-0.00737	-0.28242	0.00000	1275.02
608.9	2705.7	9316.9	0.27057	-0.06089	0.00000	14.05
-152.1	519.4	900.5	0.05194	0.01521	0.00000	5.51
4191.6	-2423.8	3900.5	-0.24238	-0.41916	0.00000	1727.67
-1048.6	1621.3	1713.5	0.16213	0.10486	0.00000	461.38
581.9	-271.8	94.0	-0.02718	-0.05819	0.00000	353.18
8018.1	5613.1	1544.0	0.56131	-0.80181	0.00000	12.84
2762.2	1007.3	6954.7	0.10073	-0.27622	0.00000	228.92
781.4	-5974.9	6160.4	-0.59749	-0.07814	0.00000	1491.41
-1708.9	1659.5	-3136.4	0.16595	0.17089	0.00000	10.67
49.6	768.6	-360.3	0.07686	-0.00496	0.00000	18.12
8079.7	-5371.0	-1697.7	-0.53710	-0.80797	0.00000	1039.58
2353.3	-2793.4	100.2	-0.27934	-0.23533	0.00000	1904.22
1664.9	-281.0	-734.5	-0.02810	-0.16649	0.00000	6.82
-2086.1	-2391.4	2045.1	-0.23914	0.20861	0.00000	5.84
1159.9	191.3	135.4	0.01913	-0.11599	0.00000	5.98
1609.3	-1298.9	-2811.5	-0.12989	-0.16093	0.00000	1295.62
1429.3	-3437.4	3144.9	-0.34374	-0.14293	0.00000	13.41
5435.8	5458.5	4687.7	0.54585	-0.54358	0.00000	573.55
-1957.0	-3948.7	-1128.3	-0.39487	0.19570	0.00000	1264.88
5702.6	5367.3	-5944.2	0.53673	-0.57026	0.00000	805.42
1953.1	-3208.8	-3055.3	-0.32088	-0.19531	0.00000	4.58
-176.3	1541.9	-3830.9	0.15419	0.01763	0.00000	9.12
4491.1	3089.7	1238.2	0.30897	-0.44911	0.00000	830.27
4577.0	5310.7	-1029.4	0.53107	-0.45770	0.00000	364.22
-3874.5	3897.4	1067.3	0.38974	0.38745	0.00000	236.55
-3227.3	-4008.7	3856.5	-0.40087	0.32273	0.00000	930.77
2367.8	-1345.6	865.0	-0.13456	-0.23678	0.00000	521.53
728.9	-514.0	628.5	-0.05140	-0.07289	0.00000	1478.54
-7163.0	1768.1	-3619.9	0.17681	0.71630	0.00000	1603.38
569.2	3745.0	557.7	0.37450	-0.05692	0.00000	501.82
4699.1	-5217.6	-5692.5	-0.52176	-0.46991	0.00000	1852.14
1120.8	2466.8	-3872.4	0.24668	-0.11208	0.00000	1680.68
1892.8	182.5	-2.4	0.01825	-0.18928	0.00000	1987.91
-398.3	-1604.5	51.5	-0.16045	0.03983	0.00000	1697.26
